dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
01/03/2020 02:33,ZOXHHQLQ13113997,Stocks,PSWL40,DPPS25,676455.24,USD,4102,24/07/2022,164.9,USD,550.77
01/03/2020 23:14,MSBEVHPE29056306,Stocks,PSWL40,DPPS25,47810.1,USD,97,30/04/2020,491.86,USD,1957.6
01/03/2020 18:20,OWSSLZFN16050160,Stocks,PSWL40,DPPS25,860200.96,USD,1356,04/11/2022,633.99,USD,3163.61
01/03/2020 09:33,IECHXLWX79924579,Stocks,PSWL40,DPPS25,448985.28,USD,1542,11/07/2021,291.06,USD,710.19
01/03/2020 15:30,IHPRDAWD99221760,Stocks,PSWL40,DPPS25,414721.76,USD,702,26/05/2021,590.27,USD,525.34
01/03/2020 18:45,GNIVEAYG46525417,Stocks,PSWL40,DPPS25,359889.12,USD,470,01/07/2021,764.57,USD,1399.16
01/03/2020 02:09,SEQWTUGQ74796194,Stocks,PSWL40,DPPS25,45882.09,USD,72,26/04/2020,630.32,USD,1783.81
01/03/2020 08:07,YDDDQTEX64426757,Stocks,PSWL40,DPPS25,910461.83,USD,1438,16/09/2022,633,USD,3057.39
01/03/2020 03:15,HFAHBXUP15560876,Stocks,PSWL40,DPPS25,524602.14,USD,1886,21/01/2022,278.12,USD,1385.04
01/03/2020 10:50,SZPPVDCB73525440,Stocks,PSWL40,DPPS25,556451.94,USD,828,08/02/2022,671.69,USD,1115.01
01/03/2020 14:41,TVPVERXW62332675,Stocks,PSWL40,DPPS25,595999.14,USD,4040,04/06/2022,147.49,USD,632.73
01/03/2020 06:25,WUYAYEQZ59464378,Stocks,PSWL40,DPPS25,798112.4,USD,1131,30/07/2022,705.24,USD,2962.01
01/03/2020 02:06,BQLATAXZ73045655,Stocks,PSWL40,DPPS25,862723.68,USD,1699,26/08/2022,507.6,USD,1258.85
01/03/2020 03:20,UZKJCVBV21340383,Stocks,PSWL40,DPPS25,196392.79,USD,395,18/10/2020,496.72,USD,710.31
01/03/2020 18:36,SISYXCYA14142099,Stocks,PSWL40,DPPS25,199101.42,USD,456,30/11/2020,436.27,USD,724.21
01/03/2020 07:34,IKSWHRKZ71777609,Stocks,PSWL40,DPPS25,118791.93,USD,264,11/08/2020,449.64,USD,1650.18
01/03/2020 02:30,JAPKMIUX81447451,Stocks,PSWL40,DPPS25,689375.78,USD,1651,04/02/2022,417.54,USD,910.24
01/03/2020 10:48,CBFRAOSM59945378,Stocks,PSWL40,DPPS25,74584.52,USD,522,11/06/2020,142.82,USD,382.76
01/03/2020 23:57,MDERUXBG97820493,Stocks,PSWL40,DPPS25,319651.8,USD,368,02/03/2021,866.83,USD,2028.38
01/03/2020 03:58,SQGUAHLK51885860,Stocks,PSWL40,DPPS25,372508.44,USD,1026,10/03/2021,362.91,USD,1081.47
01/03/2020 20:04,IGAYMTPK69717911,Stocks,PSWL40,DPPS25,420199.52,USD,1588,22/07/2021,264.46,USD,1041.97
01/03/2020 06:22,RIKLNSFX10283804,Stocks,PSWL40,DPPS25,682256.42,USD,764,06/03/2022,892.63,USD,2044.12
01/03/2020 00:28,CHKGARNT53234966,Stocks,PSWL40,DPPS25,36944.66,USD,60,10/04/2020,607.11,USD,1013.87
01/03/2020 18:49,RVHEQMMJ26160916,Stocks,PSWL40,DPPS25,571055.08,USD,1079,07/02/2022,528.87,USD,2416.94
01/03/2020 22:42,LZRVSYBI81175562,Stocks,PSWL40,DPPS25,666870.45,USD,744,12/03/2022,895.49,USD,1370.1
01/03/2020 08:11,FRCIPXBS42921215,Stocks,PSWL40,DPPS25,902052.36,USD,1085,14/11/2022,830.94,USD,16.62
01/03/2020 21:08,WPSPXUSV17915842,Stocks,PSWL40,DPPS25,642248.68,USD,980,19/12/2021,655.09,USD,3203.39
01/03/2020 14:55,LWKYIDNG62626921,Stocks,PSWL40,DPPS25,339749.76,USD,381,01/04/2021,890.53,USD,4149.87
01/03/2020 19:04,OYSUFHWT85062464,Stocks,PSWL40,DPPS25,710867.04,USD,992,28/10/2022,716.4,USD,257.9
01/03/2020 21:54,WJRBBTNJ40669165,Stocks,PSWL40,DPPS25,669527,USD,712,06/07/2022,940.16,USD,470.08
01/03/2020 22:43,OKKGBAFN32632461,Stocks,PSWL40,DPPS25,395467.58,USD,402,13/06/2021,982.44,USD,4656.77
01/03/2020 15:07,RNDQZMBL87342935,Stocks,PSWL40,DPPS25,287846.5,USD,2555,16/01/2021,112.64,USD,433.66
01/03/2020 02:02,BVJXIPEI22315386,Stocks,PSWL40,DPPS25,528173.82,USD,588,14/09/2021,897.08,USD,1910.78
01/03/2020 17:35,YKSMVQYN48875509,Stocks,PSWL40,DPPS25,408970.16,USD,464,04/06/2021,879.65,USD,114.35
01/03/2020 07:43,THLNJNMI68595815,Stocks,PSWL40,DPPS25,476013.93,USD,3190,24/12/2021,149.22,USD,452.14
01/03/2020 16:14,IVGJNCLR90733631,Stocks,PSWL40,DPPS25,483115.08,USD,3190,01/10/2021,151.43,USD,472.46
01/03/2020 07:09,XUDKESBE62546496,Stocks,PSWL40,DPPS25,477956.74,USD,869,20/12/2021,549.82,USD,214.43
01/03/2020 10:40,OSMTWZVC58493799,Stocks,PSWL40,DPPS25,141443.04,USD,584,06/08/2020,242.16,USD,33.9
01/03/2020 10:52,FWJEBHBO82037792,Stocks,PSWL40,DPPS25,56292.75,USD,146,15/05/2020,383.61,USD,34.52
01/03/2020 22:13,NCYHLNHN56055905,Stocks,PSWL40,DPPS25,825758.8,USD,1185,13/10/2022,696.55,USD,1462.76
01/03/2020 07:54,HVRZFGAC41191377,Stocks,PSWL40,DPPS25,430297.15,USD,3069,05/11/2021,140.17,USD,228.48
01/03/2020 23:34,UTGUOCXF53772899,Stocks,PSWL40,DPPS25,802570.12,USD,1246,09/10/2022,644.07,USD,2292.89
01/03/2020 17:23,LNCHJRMI14036061,Stocks,PSWL40,DPPS25,555227.31,USD,707,11/11/2021,785.08,USD,2143.27
01/03/2020 13:01,ECGZPTGM55324027,Stocks,PSWL40,DPPS25,465754.77,USD,475,19/10/2021,979.06,USD,3162.36
01/03/2020 09:31,HQCQWRUA80557572,Stocks,PSWL40,DPPS25,108677.92,USD,243,17/06/2020,445.77,USD,1355.14
01/03/2020 17:14,HWRXRDJC98448962,Stocks,PSWL40,DPPS25,512357.72,USD,1460,11/09/2021,350.91,USD,1726.48
01/03/2020 08:51,FMGFXPFJ23385124,Stocks,PSWL40,DPPS25,16023.57,USD,2559,19/03/2020,6.26,USD,15.59
01/03/2020 15:14,SDLVOWXO71463098,Stocks,PSWL40,DPPS25,305449.81,USD,6140,30/01/2021,49.74,USD,45.26
01/03/2020 22:13,TQKNFMLP56094780,Stocks,PSWL40,DPPS25,409535.01,USD,424,04/09/2021,965.71,USD,4316.72
01/03/2020 09:57,ERFPLLLL91675415,Stocks,PSWL40,DPPS25,543527.2,USD,2046,02/02/2022,265.57,USD,828.58
01/03/2020 01:30,JJNSAMNH38058316,Stocks,PSWL40,DPPS25,286047,USD,576,15/02/2021,495.91,USD,1026.53
01/03/2020 17:01,BKTDMEGU89220475,Stocks,PSWL40,DPPS25,406470.6,USD,776,12/07/2021,523.63,USD,1021.08
01/03/2020 20:15,JQXNIQFU49608181,Stocks,PSWL40,DPPS25,626486.98,USD,782,08/12/2021,800.76,USD,2346.23
01/03/2020 15:38,GPQDLGUT57592641,Stocks,PSWL40,DPPS25,651592.03,USD,47148,11/12/2021,13.82,USD,48.78
01/03/2020 04:19,VCMCIOVU66362127,Stocks,PSWL40,DPPS25,417372.12,USD,2890,19/09/2021,144.4,USD,618.03
01/03/2020 00:19,ZILNCLEK71437001,Stocks,PSWL40,DPPS25,138371.25,USD,144,25/07/2020,959.52,USD,3770.91
01/03/2020 10:01,DDSDQVQB44349300,Stocks,PSWL40,DPPS25,38942.6,USD,57,19/04/2020,674.59,USD,3238.03
01/03/2020 06:44,JIFNEKSJ30417531,Stocks,PSWL40,DPPS25,756832,USD,1375,29/10/2022,550.33,USD,1232.74
01/03/2020 18:54,WZEROBWJ72253347,Stocks,PSWL40,DPPS25,871792.32,USD,905,21/10/2022,963.06,USD,3727.04
01/03/2020 01:54,EJERMBOR21664674,Stocks,PSWL40,DPPS25,877565.98,USD,1765,12/11/2022,497.2,USD,29.83
01/03/2020 13:01,RKICQEMD72944176,Stocks,PSWL40,DPPS25,483817.19,USD,511,09/09/2021,946.38,USD,1447.96
01/03/2020 15:26,TYOGJSHG60224126,Stocks,PSWL40,DPPS25,20822.9,USD,117,27/03/2020,177.96,USD,245.58
01/03/2020 02:37,OCQBPGOO40471220,Stocks,PSWL40,DPPS25,185533,USD,742,25/09/2020,250.04,USD,1037.67
01/03/2020 10:37,CNQLBGOH88814670,Stocks,PSWL40,DPPS25,484003.55,USD,4370,28/08/2021,110.74,USD,548.16
01/03/2020 04:17,OSXIOUJS37956488,Stocks,PSWL40,DPPS25,320180,USD,1802,16/03/2021,177.65,USD,284.24
01/03/2020 17:41,XYQMMPPT13190044,Stocks,PSWL40,DPPS25,552165.7,USD,4443,30/12/2021,124.25,USD,72.07
01/03/2020 08:50,VVURIWAL26130885,Stocks,PSWL40,DPPS25,388369.08,USD,708,05/07/2021,547.95,USD,646.58
01/03/2020 23:49,LZRFPJOM44529367,Stocks,PSWL40,DPPS25,161210.72,USD,189,06/10/2020,852.44,USD,1773.08
01/03/2020 10:44,FGXROTUY36533732,Stocks,PSWL40,DPPS25,212159.88,USD,3612,03/10/2020,58.73,USD,109.24
01/03/2020 05:57,NLRCKHSF83999450,Stocks,PSWL40,DPPS25,229022.84,USD,269,05/11/2020,851.06,USD,876.59
01/03/2020 15:35,KBQTMEUE10231070,Stocks,PSWL40,DPPS25,827985.16,USD,1422,22/07/2022,582.2,USD,2893.53
01/03/2020 16:01,JKOLTNFJ59294312,Stocks,PSWL40,DPPS25,339920.84,USD,447,14/02/2021,760.25,USD,174.86
01/03/2020 18:05,CYPKEBCC35047379,Stocks,PSWL40,DPPS25,322901.44,USD,1173,19/01/2021,275.09,USD,987.57
01/03/2020 09:20,TJXKWKQG67321813,Stocks,PSWL40,DPPS25,593022.6,USD,6817,22/04/2022,86.99,USD,426.25
01/03/2020 15:10,MNKZASNI87148091,Stocks,PSWL40,DPPS25,681483.09,USD,2398,03/08/2022,284.15,USD,860.97
01/03/2020 05:26,UVJTSNNW78940820,Stocks,PSWL40,DPPS25,351363.94,USD,516,15/07/2021,680.23,USD,1210.81
01/03/2020 04:32,EMVLVZZV76913344,Stocks,PSWL40,DPPS25,783813.39,USD,3931,27/05/2022,199.39,USD,811.52
01/03/2020 18:40,ITMXRICY59826710,Stocks,PSWL40,DPPS25,876035.2,USD,5253,15/09/2022,166.74,USD,646.95
01/03/2020 20:13,TETZQFWD12619918,Stocks,PSWL40,DPPS25,893632.08,USD,941,23/08/2022,949.3,USD,2971.31
01/03/2020 15:40,CHCBTXQS89137169,Stocks,PSWL40,DPPS25,329113.51,USD,2828,04/05/2021,116.37,USD,333.98
01/03/2020 09:10,FQATVPEB46867009,Stocks,PSWL40,DPPS25,741144.05,USD,5626,15/05/2022,131.73,USD,154.12
01/03/2020 04:08,WDBGPYFV14048457,Stocks,PSWL40,DPPS25,197670.72,USD,309,17/09/2020,637.75,USD,1428.56
01/03/2020 09:04,NNWVCRUP10968126,Stocks,PSWL40,DPPS25,820026.48,USD,1468,18/11/2022,558.5,USD,1720.18
01/03/2020 08:00,DEXMWXYR61726125,Stocks,PSWL40,DPPS25,514932.34,USD,1425,31/08/2021,361.17,USD,310.61
01/03/2020 21:47,JALIUDAI87867441,Stocks,PSWL40,DPPS25,136893.44,USD,764,17/07/2020,179.17,USD,818.81
01/03/2020 17:30,DVZMZEYI60580382,Stocks,PSWL40,DPPS25,285455.84,USD,1135,20/03/2021,251.5,USD,155.93
01/03/2020 21:10,OSZHTOLQ98362283,Stocks,PSWL40,DPPS25,92035.88,USD,308,18/06/2020,298.72,USD,609.39
01/03/2020 12:59,FDFSJUQA83338765,Stocks,PSWL40,DPPS25,759004.73,USD,1300,11/07/2022,583.8,USD,834.83
01/03/2020 08:10,GLXQPFSB72518277,Stocks,PSWL40,DPPS25,740047.72,USD,967,16/07/2022,764.59,USD,2530.79
01/03/2020 14:48,WCXIJPJI25557028,Stocks,PSWL40,DPPS25,235371.9,USD,595,24/01/2021,395.44,USD,1320.77
01/03/2020 22:13,UMGNRKEL34800382,Stocks,PSWL40,DPPS25,858284.58,USD,2383,02/08/2022,360.15,USD,1274.93
01/03/2020 21:29,DUMOFYWQ63599397,Stocks,PSWL40,DPPS25,524294.32,USD,2045,01/12/2021,256.28,USD,850.85
01/03/2020 01:35,VPZRUKBR49418202,Stocks,PSWL40,DPPS25,709992.7,USD,3816,12/04/2022,186.03,USD,204.63
01/03/2020 04:50,WHVIGXOC36173646,Stocks,PSWL40,DPPS25,265953.11,USD,358,04/03/2021,741.23,USD,2305.23
01/03/2020 20:26,RFCFSUSW81160618,Stocks,PSWL40,DPPS25,407116.4,USD,2584,04/07/2021,157.54,USD,346.59
01/03/2020 10:11,QTJHTWXY87433562,Stocks,PSWL40,DPPS25,235992.16,USD,831,23/12/2020,283.85,USD,158.96
01/03/2020 23:18,PVWZKSMW86191822,Stocks,PSWL40,DPPS25,332510.56,USD,545,25/03/2021,609.09,USD,858.82
01/03/2020 18:32,RTRHHQYY38095776,Stocks,PSWL40,DPPS25,91627.78,USD,237,28/06/2020,385.88,USD,1304.27
01/03/2020 13:24,OZAPHOXA39173950,Stocks,PSWL40,DPPS25,110738.94,USD,489,29/06/2020,226.41,USD,448.29
01/03/2020 13:28,XPHLIUXL73500930,Stocks,PSWL40,DPPS25,262595.72,USD,556,20/12/2020,471.94,USD,1340.31
01/03/2020 05:39,HFIBJIXZ15102088,Stocks,PSWL40,DPPS25,365097.45,USD,990,17/07/2021,368.7,USD,438.75
01/03/2020 17:10,FBTXJBHN15027830,Stocks,PSWL40,DPPS25,443603.17,USD,9906,04/06/2021,44.78,USD,211.81
01/03/2020 16:06,AXAHRDET41473473,Stocks,PSWL40,DPPS25,149703.9,USD,839,12/09/2020,178.29,USD,53.49
01/03/2020 22:01,SDPAPRTM18597129,Stocks,PSWL40,DPPS25,12105.24,USD,23,16/03/2020,510.38,USD,489.96
01/03/2020 12:54,RUVTBFSM54108384,Stocks,PSWL40,DPPS25,86484.24,USD,180,15/06/2020,480.38,USD,1450.75
01/03/2020 08:07,UVCJSPXG32438012,Stocks,PSWL40,DPPS25,802269.6,USD,873,25/07/2022,918.76,USD,2618.47
01/03/2020 01:05,LWOBNLUW85995869,Stocks,PSWL40,DPPS25,322113.1,USD,1218,11/04/2021,264.42,USD,912.25
01/03/2020 22:53,ZETMHVSG26003356,Stocks,PSWL40,DPPS25,810902.73,USD,1674,29/07/2022,484.25,USD,479.41
01/03/2020 02:41,VUOMZFFJ56009697,Stocks,PSWL40,DPPS25,99889.89,USD,122,15/06/2020,817.31,USD,1364.91
01/03/2020 02:16,NLNQDXYI94477988,Stocks,PSWL40,DPPS25,353416.4,USD,503,13/07/2021,702.45,USD,1615.64
01/03/2020 13:19,APKHBPLF43941722,Stocks,PSWL40,DPPS25,26627,USD,90,30/03/2020,293.64,USD,1468.2
01/03/2020 17:36,BBVICXHL94209821,Stocks,PSWL40,DPPS25,219433.77,USD,6986,08/11/2020,31.41,USD,39.89
01/03/2020 06:46,BYSBQYRU20900277,Stocks,PSWL40,DPPS25,384225.16,USD,774,30/04/2021,496.09,USD,1349.36
01/03/2020 18:28,FKHNSBXA65489188,Stocks,PSWL40,DPPS25,456221.56,USD,551,27/06/2021,826.91,USD,760.76
01/03/2020 16:34,TGMMRKUD83245731,Stocks,PSWL40,DPPS25,176549.76,USD,201,25/09/2020,877.38,USD,324.63
01/03/2020 18:58,OUPSDCVX41198903,Stocks,PSWL40,DPPS25,567736.96,USD,862,27/03/2022,658.03,USD,2263.62
01/03/2020 06:24,WIVQKQFW32565483,Stocks,PSWL40,DPPS25,197852.46,USD,312,11/11/2020,632.4,USD,967.57
01/03/2020 07:34,GTILOBKS15153709,Stocks,PSWL40,DPPS25,633668.74,USD,1450,29/11/2021,436.75,USD,694.43
01/03/2020 13:38,OUIFUJTA70064436,Stocks,PSWL40,DPPS25,193028.41,USD,824,21/09/2020,234.01,USD,376.76
01/03/2020 18:10,WHJBHBFS48546112,Stocks,PSWL40,DPPS25,218785.1,USD,551,16/10/2020,396.74,USD,1705.98
01/03/2020 07:19,LJDEFHQF57658498,Stocks,PSWL40,DPPS25,514059.8,USD,661,04/08/2021,777.07,USD,2098.09
01/03/2020 09:51,XJTJGCTE39326198,Stocks,PSWL40,DPPS25,392999.74,USD,497,31/03/2021,790.63,USD,3020.21
01/03/2020 14:02,PMKRVBGF39158206,Stocks,PSWL40,DPPS25,521371,USD,7009,01/02/2022,74.38,USD,215.7
01/03/2020 20:00,WWIRWPPX58981774,Stocks,PSWL40,DPPS25,251978.9,USD,266,05/01/2021,945.54,USD,1768.16
01/03/2020 09:13,ZTZWBBUQ77523904,Stocks,PSWL40,DPPS25,859443.77,USD,35959,02/10/2022,23.9,USD,21.27
01/03/2020 11:41,RMVFTUWG26874216,Stocks,PSWL40,DPPS25,490939.44,USD,660,09/07/2021,743.42,USD,3100.06
01/03/2020 01:44,WVIMZKZO20225945,Stocks,PSWL40,DPPS25,691078.16,USD,1677,17/02/2022,411.87,USD,1499.21
01/03/2020 07:47,BNSZUBCE20753554,Stocks,PSWL40,DPPS25,331616.25,USD,501,26/03/2021,661.59,USD,165.4
01/03/2020 03:54,ITVZVMUA66372055,Stocks,PSWL40,DPPS25,147552.08,USD,148,14/09/2020,992.33,USD,565.63
01/03/2020 22:17,LBVKUJHE26458020,Stocks,PSWL40,DPPS25,51174.41,USD,71,02/05/2020,719.71,USD,510.99
01/03/2020 00:36,PLCVZRLT51245026,Stocks,PSWL40,DPPS25,579367.32,USD,1175,07/02/2022,492.76,USD,980.59
01/03/2020 11:51,VGHRQCBY52139746,Stocks,PSWL40,DPPS25,517636.54,USD,1724,06/08/2021,300.09,USD,1206.36
01/03/2020 23:48,VBPHBOUY86158563,Stocks,PSWL40,DPPS25,751326.57,USD,1190,11/10/2022,631.24,USD,2038.91
01/03/2020 09:01,URIAPRZU96096786,Stocks,PSWL40,DPPS25,722687.4,USD,6016,06/08/2022,120.11,USD,354.32
01/03/2020 03:40,OEDLJYGN21675659,Stocks,PSWL40,DPPS25,642183.08,USD,1504,16/08/2022,426.7,USD,1339.84
01/03/2020 16:21,XOOFCPJQ79785515,Stocks,PSWL40,DPPS25,387042.67,USD,2075,22/03/2021,186.52,USD,788.98
01/03/2020 07:03,EXXHICLF87986064,Stocks,PSWL40,DPPS25,43821.58,USD,676,20/04/2020,64.74,USD,117.83
01/03/2020 14:10,CKVOTYNE12596715,Stocks,PSWL40,DPPS25,111286.4,USD,267,14/07/2020,415.72,USD,1953.88
01/03/2020 06:33,TQCSTKXX98008036,Stocks,PSWL40,DPPS25,797366.5,USD,1558,31/10/2022,511.68,USD,1442.94
01/03/2020 04:55,VOESRXMH45169029,Stocks,PSWL40,DPPS25,472178.81,USD,800,16/07/2021,589.76,USD,2577.25
01/03/2020 22:29,GFKYYCPY42120908,Stocks,PSWL40,DPPS25,741226.24,USD,1464,21/05/2022,506.17,USD,1903.2
01/03/2020 03:05,XSQBIQOG17457604,Stocks,PSWL40,DPPS25,514336.24,USD,1833,28/01/2022,280.48,USD,1166.8
01/03/2020 07:47,TQGXWHFM41562212,Stocks,PSWL40,DPPS25,546102.06,USD,786,20/10/2021,694.63,USD,1924.13
01/03/2020 20:31,QEAXZYEH54451687,Stocks,PSWL40,DPPS25,250359.1,USD,590,18/11/2020,423.63,USD,296.54
01/03/2020 16:04,DDYNCQRL73805190,Stocks,PSWL40,DPPS25,310229.18,USD,513,24/04/2021,603.84,USD,2771.63
01/03/2020 03:48,HQYYLBEU10727871,Stocks,PSWL40,DPPS25,58174,USD,58,02/05/2020,987.36,USD,1115.72
01/03/2020 02:20,TNSAPTTR83694834,Stocks,PSWL40,DPPS25,399299.04,USD,4636,25/04/2021,86.13,USD,96.47
01/03/2020 21:39,ZACSCHKK88226448,Stocks,PSWL40,DPPS25,383457.82,USD,8285,03/06/2021,46.28,USD,138.38
01/03/2020 02:40,HBVABFRR59945048,Stocks,PSWL40,DPPS25,778395.18,USD,1730,19/06/2022,449.7,USD,512.66
01/03/2020 02:32,BCPEBIVI44444076,Stocks,PSWL40,DPPS25,250298.44,USD,263,16/12/2020,951.43,USD,2730.6
01/03/2020 02:10,SETAXATT76623492,Stocks,PSWL40,DPPS25,533087.54,USD,557,15/09/2021,956.4,USD,1903.24
01/03/2020 09:31,IAWLMUFO99250459,Stocks,PSWL40,DPPS25,344316.23,USD,405,18/03/2021,849.49,USD,2013.29
01/03/2020 06:50,BEEIZRJY82468972,Stocks,PSWL40,DPPS25,527885.54,USD,598,17/11/2021,882.16,USD,3537.46
01/03/2020 10:58,YBXBFKMJ82769552,Stocks,PSWL40,DPPS25,430736.4,USD,580,18/07/2021,741.42,USD,889.7
01/03/2020 19:22,VUXDAZSU68948566,Stocks,PSWL40,DPPS25,699785.5,USD,3887,11/03/2022,180.01,USD,855.05
01/03/2020 05:09,VLOLGCDR88133033,Stocks,PSWL40,DPPS25,612874.74,USD,1147,14/01/2022,534.32,USD,16.03
01/03/2020 04:18,GMAVQBVO37675248,Stocks,PSWL40,DPPS25,590041.5,USD,915,22/02/2022,644.37,USD,135.32
01/03/2020 23:45,APKTVTTY56737660,Stocks,PSWL40,DPPS25,50473.88,USD,499,29/04/2020,100.99,USD,502.93
01/03/2020 04:07,PRXVAOUN53634110,Stocks,PSWL40,DPPS25,360979.51,USD,540,01/06/2021,667.83,USD,3132.12
01/03/2020 17:29,JPBVFNGI19147222,Stocks,PSWL40,DPPS25,413965.12,USD,910,18/09/2021,454.57,USD,400.02
01/03/2020 08:56,GAKJLZSI87225639,Stocks,PSWL40,DPPS25,738233.72,USD,1751,02/11/2022,421.46,USD,1639.48
01/03/2020 20:54,FTHKVYDI97608804,Stocks,PSWL40,DPPS25,95887.66,USD,183,04/07/2020,522.06,USD,1477.43
01/03/2020 16:39,KZFCAHMT12703462,Stocks,PSWL40,DPPS25,857930.36,USD,925,03/11/2022,927.38,USD,2893.43
01/03/2020 05:02,IRENDXOJ50843046,Stocks,PSWL40,DPPS25,713039.82,USD,4044,13/11/2022,176.32,USD,588.91
01/03/2020 07:33,TAWNHOQY95592673,Stocks,PSWL40,DPPS25,83611.5,USD,108,29/05/2020,773.55,USD,2398.01
01/03/2020 13:49,HSAIAWDP74266315,Stocks,PSWL40,DPPS25,452333.04,USD,651,17/09/2021,694.61,USD,1986.58
01/03/2020 11:16,DAKAFJFH37211881,Stocks,PSWL40,DPPS25,36783.44,USD,69,17/04/2020,526.54,USD,542.34
01/03/2020 01:33,NNGJBGHO78962653,Stocks,PSWL40,DPPS25,851263.19,USD,1893,15/10/2022,449.69,USD,894.88
01/03/2020 11:25,BQBDUJGR40730920,Stocks,PSWL40,DPPS25,67776.02,USD,134,17/05/2020,505.29,USD,1531.03
01/03/2020 08:08,DMVPOABO66804791,Stocks,PSWL40,DPPS25,164165.08,USD,227,08/09/2020,721.03,USD,1240.17
01/03/2020 02:12,YRRUFDLW83177668,Stocks,PSWL40,DPPS25,407928,USD,452,29/05/2021,900.61,USD,1801.22
01/03/2020 19:01,WKEDGSEH52292531,Stocks,PSWL40,DPPS25,83366.1,USD,706,26/06/2020,117.94,USD,201.68
01/03/2020 04:46,YBYAYGCP29517925,Stocks,PSWL40,DPPS25,574061.8,USD,8328,29/11/2021,68.93,USD,96.5
01/03/2020 21:30,LTTJMTCJ90505596,Stocks,PSWL40,DPPS25,645334.7,USD,1970,19/04/2022,327.52,USD,753.3
01/03/2020 01:57,SAGDKSZU14084886,Stocks,PSWL40,DPPS25,26364.62,USD,41,07/04/2020,638.86,USD,523.87
01/03/2020 02:55,ELOJWYCL15535046,Stocks,PSWL40,DPPS25,95526.4,USD,961,27/06/2020,99.39,USD,253.44
01/03/2020 17:58,KKNPTTBY57098450,Stocks,PSWL40,DPPS25,641109.48,USD,3478,07/08/2022,184.32,USD,687.51
01/03/2020 14:22,IDMQEGMD31747614,Stocks,PSWL40,DPPS25,399952.62,USD,926,10/09/2021,431.52,USD,2097.19
01/03/2020 11:46,CSFVLGQX98314907,Stocks,PSWL40,DPPS25,566110.74,USD,4942,21/11/2021,114.54,USD,127.14
01/03/2020 02:30,MZIIUVUY87041456,Stocks,PSWL40,DPPS25,550435.78,USD,1172,06/11/2021,469.44,USD,629.05
01/03/2020 18:44,APPVOVHH79665967,Stocks,PSWL40,DPPS25,248300.23,USD,253,04/02/2021,977.75,USD,1691.51
01/03/2020 14:34,LCFFYNFV10067469,Stocks,PSWL40,DPPS25,689071.36,USD,2083,16/08/2022,330.72,USD,1081.45
01/03/2020 22:21,RWJDZXVW75420654,Stocks,PSWL40,DPPS25,64686.85,USD,800,27/05/2020,80.84,USD,76.8
01/03/2020 02:37,KSYUNMEY13320753,Stocks,PSWL40,DPPS25,674303.54,USD,800,06/05/2022,842.49,USD,1676.56
01/03/2020 02:49,RMEIMFXO53428343,Stocks,PSWL40,DPPS25,157977.59,USD,267,11/08/2020,590.79,USD,41.36
01/03/2020 17:52,LTJJHXGZ28561889,Stocks,PSWL40,DPPS25,453750.66,USD,968,08/07/2021,468.31,USD,1882.61
01/03/2020 09:20,OOLHEWHX98526582,Stocks,PSWL40,DPPS25,354531.89,USD,549,27/03/2021,645.37,USD,1335.92
01/03/2020 12:33,FELMHVHQ56623463,Stocks,PSWL40,DPPS25,699000.2,USD,987,22/02/2022,708.01,USD,2010.75
01/03/2020 13:29,ZZHEIAZK28529959,Stocks,PSWL40,DPPS25,73340.72,USD,187,09/06/2020,391.05,USD,883.77
01/03/2020 18:46,LNOPWIRG48115907,Stocks,PSWL40,DPPS25,272606.12,USD,1374,10/12/2020,198.39,USD,359.09
01/03/2020 20:05,ZHFOCANI41319043,Stocks,PSWL40,DPPS25,464535,USD,541,08/06/2021,857.29,USD,3806.37
01/03/2020 16:46,USKAOPVS46596804,Stocks,PSWL40,DPPS25,23275.64,USD,211,31/03/2020,110.02,USD,63.81
01/03/2020 04:23,SBWTTTDW15540449,Stocks,PSWL40,DPPS25,430202.18,USD,684,06/08/2021,628.52,USD,2092.97
01/03/2020 08:43,WJSUDCAF49544135,Stocks,PSWL40,DPPS25,732600.15,USD,3230,03/06/2022,226.75,USD,433.09
01/03/2020 20:13,MQIKMDPA27085833,Stocks,PSWL40,DPPS25,176381.2,USD,177,03/10/2020,993.27,USD,4072.41
01/03/2020 02:35,UNUVOQUA92017366,Stocks,PSWL40,DPPS25,672022.03,USD,8815,03/01/2022,76.23,USD,113.58
01/03/2020 09:35,RRNJMUXQ53770602,Stocks,PSWL40,DPPS25,464686.6,USD,744,25/07/2021,624.55,USD,1686.29
01/03/2020 12:40,FLXBHFHE81648334,Stocks,PSWL40,DPPS25,874207.14,USD,2013,29/10/2022,434.23,USD,386.46
01/03/2020 01:52,SAIOMSAR24070385,Stocks,PSWL40,DPPS25,769017.55,USD,1499,24/07/2022,512.74,USD,1830.48
01/03/2020 23:12,FEAXKDZH43929757,Stocks,PSWL40,DPPS25,789861.38,USD,1578,31/05/2022,500.54,USD,1096.18
01/03/2020 23:48,ZVLKCFWG95138905,Stocks,PSWL40,DPPS25,871007.7,USD,2454,22/10/2022,354.83,USD,773.53
01/03/2020 19:06,KSRPJQOW32423034,Stocks,PSWL40,DPPS25,859837.24,USD,1424,21/10/2022,603.47,USD,1906.97
